filename	x	y	z	pitch	yaw	roll
./dataset/db_annotations/01/frame_00004_pose.bin	51.85260009765625	38.569698333740234	881.6489868164062	-7.792844295501709	3.5950729846954346	-2.4352426528930664
./dataset/db_annotations/01/frame_00005_pose.bin	51.76070022583008	38.50090026855469	881.8060302734375	-7.578725337982178	3.3790345191955566	-2.408475160598755
./dataset/db_annotations/01/frame_00006_pose.bin	51.67639923095703	38.548500061035156	881.72900390625	-7.591797828674316	3.5151119232177734	-2.377601385116577
./dataset/db_annotations/01/frame_00007_pose.bin	52.533599853515625	38.21390151977539	881.5029907226562	-7.8632941246032715	3.1134722232818604	-2.569417953491211
./dataset/db_annotations/01/frame_00008_pose.bin	52.4724006652832	38.27939987182617	881.5170288085938	-7.699312210083008	3.7333242893218994	-2.7582879066467285
./dataset/db_annotations/01/frame_00009_pose.bin	52.31529998779297	38.44020080566406	881.39501953125	-7.6789164543151855	3.3440985679626465	-2.301312208175659
./dataset/db_annotations/01/frame_00010_pose.bin	52.4552001953125	37.94340133666992	881.3839721679688	-7.832590103149414	3.4579856395721436	-2.666504144668579
./dataset/db_annotations/01/frame_00011_pose.bin	52.5463981628418	38.172698974609375	881.35400390625	-7.625574588775635	3.275613307952881	-2.6460866928100586
./dataset/db_annotations/01/frame_00012_pose.bin	52.34239959716797	38.08879852294922	881.426025390625	-7.724696159362793	3.497265100479126	-2.4443721771240234
./dataset/db_annotations/01/frame_00013_pose.bin	52.00640106201172	38.66170120239258	881.4320068359375	-7.631326675415039	3.7501935958862305	-2.2015340328216553
./dataset/db_annotations/01/frame_00014_pose.bin	52.26219940185547	38.06829833984375	881.5050048828125	-7.764711380004883	3.737130641937256	-2.576186180114746
./dataset/db_annotations/01/frame_00015_pose.bin	51.77149963378906	38.771400451660156	881.1950073242188	-7.986717700958252	3.634622812271118	-2.4678452014923096
./dataset/db_annotations/01/frame_00016_pose.bin	50.94369888305664	38.60390090942383	881.3380126953125	-8.10698413848877	4.34801721572876	-2.591001033782959
./dataset/db_annotations/01/frame_00017_pose.bin	49.99530029296875	38.29410171508789	881.6370239257812	-8.292496681213379	5.355790138244629	-2.271664619445801
./dataset/db_annotations/01/frame_00018_pose.bin	48.48899841308594	37.510799407958984	882.0230102539062	-8.574300765991211	6.754823684692383	-2.2584424018859863
./dataset/db_annotations/01/frame_00019_pose.bin	46.88240051269531	37.2495002746582	882.4329833984375	-9.213213920593262	8.121805191040039	-2.3583731651306152
